
[MeshData]

UVêî : 1344

UVî‘çÜ0 : { 0.509404, 0.583637 }
UVî‘çÜ1 : { 0.521196, 0.594695 }
UVî‘çÜ2 : { 0.524358, 0.580399 }
UVî‘çÜ3 : { 0.578934, -0.738555 }
UVî‘çÜ4 : { 0.559258, -0.813855 }
UVî‘çÜ5 : { 0.620136, -0.796643 }
UVî‘çÜ6 : { 0.521196, 0.594695 }
UVî‘çÜ7 : { 0.52984, 0.594909 }
UVî‘çÜ8 : { 0.524358, 0.580399 }
UVî‘çÜ9 : { 0.483526, 0.566254 }
UVî‘çÜ10 : { 0.477558, 0.592067 }
UVî‘çÜ11 : { 0.494987, 0.581149 }
UVî‘çÜ12 : { 0.507131, 0.595381 }
UVî‘çÜ13 : { 0.521196, 0.594695 }
UVî‘çÜ14 : { 0.509404, 0.583637 }
UVî‘çÜ15 : { 0.494987, 0.581149 }
UVî‘çÜ16 : { 0.497216, 0.594092 }
UVî‘çÜ17 : { 0.509404, 0.583637 }
UVî‘çÜ18 : { 0.451917, -0.735692 }
UVî‘çÜ19 : { 0.431904, -0.814894 }
UVî‘çÜ20 : { 0.495763, -0.81862 }
UVî‘çÜ21 : { 0.497216, 0.594092 }
UVî‘çÜ22 : { 0.507131, 0.595381 }
UVî‘çÜ23 : { 0.509404, 0.583637 }
UVî‘çÜ24 : { 0.532915, 0.603048 }
UVî‘çÜ25 : { 0.542864, 0.590717 }
UVî‘çÜ26 : { 0.52984, 0.594909 }
UVî‘çÜ27 : { 0.477558, 0.592067 }
UVî‘çÜ28 : { 0.497216, 0.594092 }
UVî‘çÜ29 : { 0.494987, 0.581149 }
UVî‘çÜ30 : { 0.542864, 0.590717 }
UVî‘çÜ31 : { 0.555157, 0.589425 }
UVî‘çÜ32 : { 0.537354, 0.564775 }
UVî‘çÜ33 : { 0.457998, 0.591692 }
UVî‘çÜ34 : { 0.477558, 0.592067 }
UVî‘çÜ35 : { 0.483526, 0.566254 }
UVî‘çÜ36 : { 0.510922, -0.748902 }
UVî‘çÜ37 : { 0.578934, -0.738555 }
UVî‘çÜ38 : { 0.525601, -0.688374 }
UVî‘çÜ39 : { 0.409164, -0.731292 }
UVî‘çÜ40 : { 0.451917, -0.735692 }
UVî‘çÜ41 : { 0.462232, -0.672755 }
UVî‘çÜ42 : { 0.544036, 0.596237 }
UVî‘çÜ43 : { 0.542864, 0.590717 }
UVî‘çÜ44 : { 0.532915, 0.603048 }
UVî‘çÜ45 : { 0.334521, -0.685133 }
UVî‘çÜ46 : { 0.377494, -0.709489 }
UVî‘çÜ47 : { 0.413197, -0.627611 }
UVî‘çÜ48 : { 0.649286, -0.709744 }
UVî‘çÜ49 : { 0.669328, -0.766129 }
UVî‘çÜ50 : { 0.711961, -0.722275 }
UVî‘çÜ51 : { 0.509404, 0.583637 }
UVî‘çÜ52 : { 0.494987, 0.581149 }
UVî‘çÜ53 : { 0.51044, 0.565515 }
UVî‘çÜ54 : { 0.494987, 0.581149 }
UVî‘çÜ55 : { 0.483526, 0.566254 }
UVî‘çÜ56 : { 0.51044, 0.565515 }
UVî‘çÜ57 : { 0.51044, 0.565515 }
UVî‘çÜ58 : { 0.537354, 0.564775 }
UVî‘çÜ59 : { 0.524358, 0.580399 }
UVî‘çÜ60 : { 0.50855, 0.447007 }
UVî‘çÜ61 : { 0.485678, 0.445742 }
UVî‘çÜ62 : { 0.508073, 0.444079 }
UVî‘çÜ63 : { 0.483526, 0.566254 }
UVî‘çÜ64 : { 0.475479, 0.550296 }
UVî‘çÜ65 : { 0.510201, 0.549372 }
UVî‘çÜ66 : { 0.483526, 0.566254 }
UVî‘çÜ67 : { 0.510201, 0.549372 }
UVî‘çÜ68 : { 0.51044, 0.565515 }
