
[MeshData]

UVêî : 162

UVî‘çÜ0 : { 0.400306, 0.963512 }
UVî‘çÜ1 : { 0.37932, 0.963512 }
UVî‘çÜ2 : { 0.346846, 0.853665 }
UVî‘çÜ3 : { 0.717939, 0.853665 }
UVî‘çÜ4 : { 0.699761, 0.963512 }
UVî‘çÜ5 : { 0.67539, 0.963512 }
UVî‘çÜ6 : { 0.51767, 0.963512 }
UVî‘çÜ7 : { 0.484253, 0.963512 }
UVî‘çÜ8 : { 0.481762, 0.853665 }
UVî‘çÜ9 : { 0.69489, 0.853665 }
UVî‘çÜ10 : { 0.717939, 0.853665 }
UVî‘çÜ11 : { 0.67539, 0.963512 }
UVî‘çÜ12 : { 0.654438, 0.853665 }
UVî‘çÜ13 : { 0.675112, 0.853665 }
UVî‘çÜ14 : { 0.638099, 0.963512 }
UVî‘çÜ15 : { 0.60013, 0.853665 }
UVî‘çÜ16 : { 0.654438, 0.853665 }
UVî‘çÜ17 : { 0.619454, 0.963512 }
UVî‘çÜ18 : { 0.545415, 0.853665 }
UVî‘çÜ19 : { 0.60013, 0.853665 }
UVî‘çÜ20 : { 0.575948, 0.963512 }
UVî‘çÜ21 : { 0.463267, 0.963512 }
UVî‘çÜ22 : { 0.44228, 0.963512 }
UVî‘çÜ23 : { 0.429749, 0.853665 }
UVî‘çÜ24 : { 0.421293, 0.963512 }
UVî‘çÜ25 : { 0.400306, 0.963512 }
UVî‘çÜ26 : { 0.391187, 0.853665 }
UVî‘çÜ27 : { 0.37932, 0.963512 }
UVî‘çÜ28 : { 0.358333, 0.963512 }
UVî‘çÜ29 : { 0.346846, 0.853665 }
UVî‘çÜ30 : { 0.358333, 0.963512 }
UVî‘çÜ31 : { 0.313627, 0.963512 }
UVî‘çÜ32 : { 0.319841, 0.853665 }
UVî‘çÜ33 : { 0.319841, 0.853665 }
UVî‘çÜ34 : { 0.346846, 0.853665 }
UVî‘çÜ35 : { 0.358333, 0.963512 }
UVî‘çÜ36 : { 0.346846, 0.853665 }
UVî‘çÜ37 : { 0.391187, 0.853665 }
UVî‘çÜ38 : { 0.400306, 0.963512 }
UVî‘çÜ39 : { 0.391187, 0.853665 }
UVî‘çÜ40 : { 0.429749, 0.853665 }
UVî‘çÜ41 : { 0.421293, 0.963512 }
UVî‘çÜ42 : { 0.429749, 0.853665 }
UVî‘çÜ43 : { 0.44228, 0.963512 }
UVî‘çÜ44 : { 0.421293, 0.963512 }
UVî‘çÜ45 : { 0.429749, 0.853665 }
UVî‘çÜ46 : { 0.481762, 0.853665 }
UVî‘çÜ47 : { 0.463267, 0.963512 }
UVî‘çÜ48 : { 0.481762, 0.853665 }
UVî‘çÜ49 : { 0.484253, 0.963512 }
UVî‘çÜ50 : { 0.463267, 0.963512 }
UVî‘çÜ51 : { 0.481762, 0.853665 }
UVî‘çÜ52 : { 0.545415, 0.853665 }
UVî‘çÜ53 : { 0.51767, 0.963512 }
UVî‘çÜ54 : { 0.545415, 0.853665 }
UVî‘çÜ55 : { 0.551087, 0.963512 }
UVî‘çÜ56 : { 0.51767, 0.963512 }
UVî‘çÜ57 : { 0.675112, 0.853665 }
UVî‘çÜ58 : { 0.69489, 0.853665 }
UVî‘çÜ59 : { 0.656452, 0.963512 }
UVî‘çÜ60 : { 0.717939, 0.853665 }
UVî‘çÜ61 : { 0.724133, 0.963512 }
UVî‘çÜ62 : { 0.699761, 0.963512 }
UVî‘çÜ63 : { 0.654438, 0.853665 }
UVî‘çÜ64 : { 0.638099, 0.963512 }
UVî‘çÜ65 : { 0.619454, 0.963512 }
UVî‘çÜ66 : { 0.619454, 0.963512 }
UVî‘çÜ67 : { 0.600808, 0.963512 }
UVî‘çÜ68 : { 0.60013, 0.853665 }
