
[MeshData]

UVêî : 4560

UVî‘çÜ0 : { 0.867944, 0.166671 }
UVî‘çÜ1 : { 0.87109, 0.169817 }
UVî‘çÜ2 : { 0.87109, 0.166671 }
UVî‘çÜ3 : { 0.867944, 0.166671 }
UVî‘çÜ4 : { 0.867944, 0.169817 }
UVî‘çÜ5 : { 0.87109, 0.169817 }
UVî‘çÜ6 : { 0.864798, 0.166671 }
UVî‘çÜ7 : { 0.867944, 0.169817 }
UVî‘çÜ8 : { 0.867944, 0.166671 }
UVî‘çÜ9 : { 0.864798, 0.166671 }
UVî‘çÜ10 : { 0.864798, 0.169817 }
UVî‘çÜ11 : { 0.867944, 0.169817 }
UVî‘çÜ12 : { 0.861652, 0.166671 }
UVî‘çÜ13 : { 0.864798, 0.169817 }
UVî‘çÜ14 : { 0.864798, 0.166671 }
UVî‘çÜ15 : { 0.861652, 0.166671 }
UVî‘çÜ16 : { 0.861652, 0.169817 }
UVî‘çÜ17 : { 0.864798, 0.169817 }
UVî‘çÜ18 : { 0.858506, 0.166671 }
UVî‘çÜ19 : { 0.861652, 0.169817 }
UVî‘çÜ20 : { 0.861652, 0.166671 }
UVî‘çÜ21 : { 0.858506, 0.166671 }
UVî‘çÜ22 : { 0.858506, 0.169817 }
UVî‘çÜ23 : { 0.861652, 0.169817 }
UVî‘çÜ24 : { 0.85536, 0.166671 }
UVî‘çÜ25 : { 0.858506, 0.169817 }
UVî‘çÜ26 : { 0.858506, 0.166671 }
UVî‘çÜ27 : { 0.85536, 0.166671 }
UVî‘çÜ28 : { 0.85536, 0.169817 }
UVî‘çÜ29 : { 0.858506, 0.169817 }
UVî‘çÜ30 : { 0.852214, 0.166671 }
UVî‘çÜ31 : { 0.85536, 0.169817 }
UVî‘çÜ32 : { 0.85536, 0.166671 }
UVî‘çÜ33 : { 0.852214, 0.166671 }
UVî‘çÜ34 : { 0.852214, 0.169817 }
UVî‘çÜ35 : { 0.85536, 0.169817 }
UVî‘çÜ36 : { 0.849067, 0.166671 }
UVî‘çÜ37 : { 0.852214, 0.169817 }
UVî‘çÜ38 : { 0.852214, 0.166671 }
UVî‘çÜ39 : { 0.849067, 0.166671 }
UVî‘çÜ40 : { 0.849067, 0.169817 }
UVî‘çÜ41 : { 0.852214, 0.169817 }
UVî‘çÜ42 : { 0.845921, 0.166671 }
UVî‘çÜ43 : { 0.849067, 0.169817 }
UVî‘çÜ44 : { 0.849067, 0.166671 }
UVî‘çÜ45 : { 0.845921, 0.166671 }
UVî‘çÜ46 : { 0.845921, 0.169817 }
UVî‘çÜ47 : { 0.849067, 0.169817 }
UVî‘çÜ48 : { 0.842775, 0.166671 }
UVî‘çÜ49 : { 0.845921, 0.169817 }
UVî‘çÜ50 : { 0.845921, 0.166671 }
UVî‘çÜ51 : { 0.842775, 0.166671 }
UVî‘çÜ52 : { 0.842775, 0.169817 }
UVî‘çÜ53 : { 0.845921, 0.169817 }
UVî‘çÜ54 : { 0.839629, 0.166671 }
UVî‘çÜ55 : { 0.842775, 0.169817 }
UVî‘çÜ56 : { 0.842775, 0.166671 }
UVî‘çÜ57 : { 0.839629, 0.166671 }
UVî‘çÜ58 : { 0.839629, 0.169817 }
UVî‘çÜ59 : { 0.842775, 0.169817 }
UVî‘çÜ60 : { 0.836483, 0.166671 }
UVî‘çÜ61 : { 0.839629, 0.169817 }
UVî‘çÜ62 : { 0.839629, 0.166671 }
UVî‘çÜ63 : { 0.836483, 0.166671 }
UVî‘çÜ64 : { 0.836483, 0.169817 }
UVî‘çÜ65 : { 0.839629, 0.169817 }
UVî‘çÜ66 : { 0.833337, 0.166671 }
UVî‘çÜ67 : { 0.836483, 0.169817 }
UVî‘çÜ68 : { 0.836483, 0.166671 }
UVî‘çÜ69 : { 0.833337, 0.166671 }
UVî‘çÜ70 : { 0.833337, 0.169817 }
UVî‘çÜ71 : { 0.836483, 0.169817 }
UVî‘çÜ72 : { 0.830191, 0.166671 }
UVî‘çÜ73 : { 0.833337, 0.169817 }
UVî‘çÜ74 : { 0.833337, 0.166671 }
UVî‘çÜ75 : { 0.830191, 0.166671 }
UVî‘çÜ76 : { 0.830191, 0.169817 }
UVî‘çÜ77 : { 0.833337, 0.169817 }
UVî‘çÜ78 : { 0.827045, 0.166671 }
UVî‘çÜ79 : { 0.830191, 0.169817 }
UVî‘çÜ80 : { 0.830191, 0.166671 }
UVî‘çÜ81 : { 0.827045, 0.166671 }
UVî‘çÜ82 : { 0.827045, 0.169817 }
UVî‘çÜ83 : { 0.830191, 0.169817 }
UVî‘çÜ84 : { 0.823899, 0.166671 }
UVî‘çÜ85 : { 0.827045, 0.169817 }
UVî‘çÜ86 : { 0.827045, 0.166671 }
UVî‘çÜ87 : { 0.823899, 0.166671 }
UVî‘çÜ88 : { 0.823899, 0.169817 }
UVî‘çÜ89 : { 0.827045, 0.169817 }
UVî‘çÜ90 : { 0.820752, 0.166671 }
UVî‘çÜ91 : { 0.823899, 0.169817 }
UVî‘çÜ92 : { 0.823899, 0.166671 }
UVî‘çÜ93 : { 0.820752, 0.166671 }
UVî‘çÜ94 : { 0.820752, 0.169817 }
UVî‘çÜ95 : { 0.823899, 0.169817 }
UVî‘çÜ96 : { 0.817606, 0.166671 }
UVî‘çÜ97 : { 0.820752, 0.169817 }
UVî‘çÜ98 : { 0.820752, 0.166671 }
UVî‘çÜ99 : { 0.817606, 0.166671 }
UVî‘çÜ100 : { 0.817606, 0.169817 }
UVî‘çÜ101 : { 0.820752, 0.169817 }
UVî‘çÜ102 : { 0.81446, 0.166671 }
UVî‘çÜ103 : { 0.817606, 0.169817 }
UVî‘çÜ104 : { 0.817606, 0.166671 }
UVî‘çÜ105 : { 0.81446, 0.166671 }
UVî‘çÜ106 : { 0.81446, 0.169817 }
UVî‘çÜ107 : { 0.817606, 0.169817 }
UVî‘çÜ108 : { 0.811314, 0.166671 }
UVî‘çÜ109 : { 0.81446, 0.169817 }
UVî‘çÜ110 : { 0.81446, 0.166671 }
UVî‘çÜ111 : { 0.811314, 0.166671 }
UVî‘çÜ112 : { 0.811314, 0.169817 }
UVî‘çÜ113 : { 0.81446, 0.169817 }
UVî‘çÜ114 : { 0.808168, 0.166671 }
UVî‘çÜ115 : { 0.811314, 0.169817 }
UVî‘çÜ116 : { 0.811314, 0.166671 }
UVî‘çÜ117 : { 0.808168, 0.166671 }
UVî‘çÜ118 : { 0.808168, 0.169817 }
UVî‘çÜ119 : { 0.811314, 0.169817 }
UVî‘çÜ120 : { 0.867944, 0.169817 }
UVî‘çÜ121 : { 0.87109, 0.172963 }
UVî‘çÜ122 : { 0.87109, 0.169817 }
UVî‘çÜ123 : { 0.867944, 0.169817 }
UVî‘çÜ124 : { 0.867944, 0.172963 }
UVî‘çÜ125 : { 0.87109, 0.172963 }
UVî‘çÜ126 : { 0.864798, 0.169817 }
UVî‘çÜ127 : { 0.867944, 0.172963 }
UVî‘çÜ128 : { 0.867944, 0.169817 }
UVî‘çÜ129 : { 0.864798, 0.169817 }
UVî‘çÜ130 : { 0.864798, 0.172963 }
UVî‘çÜ131 : { 0.867944, 0.172963 }
UVî‘çÜ132 : { 0.861652, 0.169817 }
UVî‘çÜ133 : { 0.864798, 0.172963 }
UVî‘çÜ134 : { 0.864798, 0.169817 }
UVî‘çÜ135 : { 0.861652, 0.169817 }
UVî‘çÜ136 : { 0.861652, 0.172963 }
UVî‘çÜ137 : { 0.864798, 0.172963 }
UVî‘çÜ138 : { 0.858506, 0.169817 }
UVî‘çÜ139 : { 0.861652, 0.172963 }
UVî‘çÜ140 : { 0.861652, 0.169817 }
UVî‘çÜ141 : { 0.858506, 0.169817 }
UVî‘çÜ142 : { 0.858506, 0.172963 }
UVî‘çÜ143 : { 0.861652, 0.172963 }
UVî‘çÜ144 : { 0.85536, 0.169817 }
UVî‘çÜ145 : { 0.858506, 0.172963 }
UVî‘çÜ146 : { 0.858506, 0.169817 }
UVî‘çÜ147 : { 0.85536, 0.169817 }
UVî‘çÜ148 : { 0.85536, 0.172963 }
UVî‘çÜ149 : { 0.858506, 0.172963 }
UVî‘çÜ150 : { 0.852214, 0.169817 }
UVî‘çÜ151 : { 0.85536, 0.172963 }
UVî‘çÜ152 : { 0.85536, 0.169817 }
UVî‘çÜ153 : { 0.852214, 0.169817 }
UVî‘çÜ154 : { 0.852214, 0.172963 }
UVî‘çÜ155 : { 0.85536, 0.172963 }
