
[MeshData]

UVêî : 1224

UVî‘çÜ0 : { 0.910298, 0.0932107 }
UVî‘çÜ1 : { 0.949352, 0.0881044 }
UVî‘çÜ2 : { 0.910298, 0.0843433 }
UVî‘çÜ3 : { 0.983166, 0.0894862 }
UVî‘çÜ4 : { 0.949352, 0.0881044 }
UVî‘çÜ5 : { 0.983166, 0.0975007 }
UVî‘çÜ6 : { 0.983166, 0.0792098 }
UVî‘çÜ7 : { 0.949352, 0.0881044 }
UVî‘çÜ8 : { 0.983166, 0.0894862 }
UVî‘çÜ9 : { 0.910298, 0.146714 }
UVî‘çÜ10 : { 0.910298, 0.136575 }
UVî‘çÜ11 : { 0.948361, 0.147134 }
UVî‘çÜ12 : { 0.950718, 0.118846 }
UVî‘çÜ13 : { 0.983166, 0.135465 }
UVî‘çÜ14 : { 0.948361, 0.147134 }
UVî‘çÜ15 : { 0.948361, 0.147134 }
UVî‘çÜ16 : { 0.983166, 0.154521 }
UVî‘çÜ17 : { 0.946004, 0.175422 }
UVî‘çÜ18 : { 0.946004, 0.175422 }
UVî‘çÜ19 : { 0.910298, 0.156866 }
UVî‘çÜ20 : { 0.948361, 0.147134 }
UVî‘çÜ21 : { 0.949352, 0.0881044 }
UVî‘çÜ22 : { 0.910298, 0.0780178 }
UVî‘çÜ23 : { 0.910298, 0.0843433 }
UVî‘çÜ24 : { 0.950718, 0.118846 }
UVî‘çÜ25 : { 0.983166, 0.0975007 }
UVî‘çÜ26 : { 0.949352, 0.0881044 }
UVî‘çÜ27 : { 0.947985, 0.0573632 }
UVî‘çÜ28 : { 0.949352, 0.0881044 }
UVî‘çÜ29 : { 0.983166, 0.0792098 }
UVî‘çÜ30 : { 0.966431, 0.230854 }
UVî‘çÜ31 : { 0.982991, 0.232226 }
UVî‘çÜ32 : { 0.967124, 0.22337 }
UVî‘çÜ33 : { 0.948671, 0.229257 }
UVî‘çÜ34 : { 0.966431, 0.230854 }
UVî‘çÜ35 : { 0.947641, 0.221901 }
UVî‘çÜ36 : { 0.946225, 0.211498 }
UVî‘çÜ37 : { 0.947641, 0.221901 }
UVî‘çÜ38 : { 0.96467, 0.212053 }
UVî‘çÜ39 : { 0.940559, 0.194585 }
UVî‘çÜ40 : { 0.937329, 0.195557 }
UVî‘çÜ41 : { 0.946225, 0.211498 }
UVî‘çÜ42 : { 0.986606, 0.224839 }
UVî‘çÜ43 : { 0.982991, 0.232226 }
UVî‘çÜ44 : { 0.985965, 0.232614 }
UVî‘çÜ45 : { 0.980664, 0.212758 }
UVî‘çÜ46 : { 0.977112, 0.19158 }
UVî‘çÜ47 : { 0.970447, 0.191986 }
UVî‘çÜ48 : { 0.956072, 0.250563 }
UVî‘çÜ49 : { 0.966431, 0.230854 }
UVî‘çÜ50 : { 0.948671, 0.229257 }
UVî‘çÜ51 : { 0.96467, 0.212053 }
UVî‘çÜ52 : { 0.957119, 0.192799 }
UVî‘çÜ53 : { 0.950454, 0.193206 }
UVî‘çÜ54 : { 0.943546, 0.247879 }
UVî‘çÜ55 : { 0.948671, 0.229257 }
UVî‘çÜ56 : { 0.936659, 0.222113 }
UVî‘çÜ57 : { 0.940559, 0.194585 }
UVî‘çÜ58 : { 0.946225, 0.211498 }
UVî‘çÜ59 : { 0.94379, 0.193612 }
UVî‘çÜ60 : { 0.96467, 0.212053 }
UVî‘çÜ61 : { 0.967124, 0.22337 }
UVî‘çÜ62 : { 0.980664, 0.212758 }
UVî‘çÜ63 : { 0.972939, 0.252766 }
UVî‘çÜ64 : { 0.982991, 0.232226 }
UVî‘çÜ65 : { 0.966431, 0.230854 }
UVî‘çÜ66 : { 0.983776, 0.191174 }
UVî‘çÜ67 : { 0.977112, 0.19158 }
UVî‘çÜ68 : { 0.985565, 0.212459 }
UVî‘çÜ69 : { 0.986606, 0.224839 }
UVî‘çÜ70 : { 0.985565, 0.212459 }
UVî‘çÜ71 : { 0.980664, 0.212758 }
UVî‘çÜ72 : { 0.983166, 0.135465 }
UVî‘çÜ73 : { 0.948361, 0.147134 }
UVî‘çÜ74 : { 0.983166, 0.144793 }
UVî‘çÜ75 : { 0.910298, 0.136575 }
UVî‘çÜ76 : { 0.948361, 0.147134 }
UVî‘çÜ77 : { 0.950718, 0.118846 }
UVî‘çÜ78 : { 0.910298, 0.136575 }
UVî‘çÜ79 : { 0.948361, 0.147134 }
UVî‘çÜ80 : { 0.910298, 0.146714 }
UVî‘çÜ81 : { 0.948361, 0.147134 }
UVî‘çÜ82 : { 0.983166, 0.135465 }
UVî‘çÜ83 : { 0.983166, 0.144793 }
UVî‘çÜ84 : { 0.948361, 0.147134 }
UVî‘çÜ85 : { 0.983166, 0.154521 }
UVî‘çÜ86 : { 0.946004, 0.175422 }
UVî‘çÜ87 : { 0.948361, 0.147134 }
UVî‘çÜ88 : { 0.910298, 0.156866 }
UVî‘çÜ89 : { 0.910298, 0.146714 }
UVî‘çÜ90 : { 0.910298, 0.156866 }
UVî‘çÜ91 : { 0.948361, 0.147134 }
UVî‘çÜ92 : { 0.910298, 0.146714 }
UVî‘çÜ93 : { 0.948361, 0.147134 }
UVî‘çÜ94 : { 0.983166, 0.154521 }
UVî‘çÜ95 : { 0.983166, 0.144793 }
UVî‘çÜ96 : { 0.950718, 0.118846 }
UVî‘çÜ97 : { 0.949352, 0.0881044 }
UVî‘çÜ98 : { 0.910298, 0.0932107 }
UVî‘çÜ99 : { 0.919895, 0.242896 }
UVî‘çÜ100 : { 0.916985, 0.221248 }
UVî‘çÜ101 : { 0.916613, 0.242536 }
UVî‘çÜ102 : { 0.923176, 0.243257 }
UVî‘çÜ103 : { 0.916985, 0.221248 }
UVî‘çÜ104 : { 0.919895, 0.242896 }
UVî‘çÜ105 : { 0.916613, 0.242536 }
UVî‘çÜ106 : { 0.906776, 0.220199 }
UVî‘çÜ107 : { 0.913332, 0.242175 }
UVî‘çÜ108 : { 0.910659, 0.204218 }
UVî‘çÜ109 : { 0.907221, 0.205411 }
UVî‘çÜ110 : { 0.906776, 0.220199 }
UVî‘çÜ111 : { 0.916985, 0.221248 }
UVî‘çÜ112 : { 0.910659, 0.204218 }
UVî‘çÜ113 : { 0.906776, 0.220199 }
UVî‘çÜ114 : { 0.914096, 0.203025 }
UVî‘çÜ115 : { 0.910659, 0.204218 }
UVî‘çÜ116 : { 0.916985, 0.221248 }
UVî‘çÜ117 : { 0.917533, 0.201833 }
UVî‘çÜ118 : { 0.914096, 0.203025 }
UVî‘çÜ119 : { 0.916985, 0.221248 }
UVî‘çÜ120 : { 0.917533, 0.201833 }
UVî‘çÜ121 : { 0.916985, 0.221248 }
UVî‘çÜ122 : { 0.92097, 0.20064 }
UVî‘çÜ123 : { 0.924408, 0.199447 }
UVî‘çÜ124 : { 0.92097, 0.20064 }
UVî‘çÜ125 : { 0.927194, 0.222296 }
UVî‘çÜ126 : { 0.936659, 0.222113 }
UVî‘çÜ127 : { 0.927638, 0.198475 }
UVî‘çÜ128 : { 0.927194, 0.222296 }
